message,category,cleaned_message
Your package with tracking ID 418918 has been shipped.,Transactional,your package with tracking id 418918 has been shipped.
Your package with tracking ID 108722 has been shipped.,Transactional,your package with tracking id 108722 has been shipped.
Your transaction ID is TXN487448. Please keep it for your records.,Transactional,your transaction id is txn487448. please keep it for your records.
Your payment of ₹1499 was successful.,Transactional,your payment of ₹1499 was successful.
Your OTP is 846131. Do not share it with anyone.,Transactional,your otp is 846131. do not share it with anyone.
Introducing our new range. Learn more: https://www.airtel.in/recharge,Promotional,introducing our new range. learn more: https://www.airtel.in/recharge
You've won a prize! Claim now: https://secure-update.cards,Spam,you've won a prize! claim now: https://secure-update.cards
Find your perfect gift at https://secure.bankportal.in/login,Promotional,find your perfect gift at https://secure.bankportal.in/login
Your dream vacation awaits! Book at https://secure.bankportal.in/login,Promotional,your dream vacation awaits! book at https://secure.bankportal.in/login
Your package with tracking ID 542593 has been shipped.,Transactional,your package with tracking id 542593 has been shipped.
You're selected! Redeem your reward at https://get-rich-fast.biz,Spam,you're selected! redeem your reward at https://get-rich-fast.biz
Your OTP is 203683. Do not share it with anyone.,Transactional,your otp is 203683. do not share it with anyone.
Your transaction ID is TXN288074. Please keep it for your records.,Transactional,your transaction id is txn288074. please keep it for your records.
Final notice. Update your info: https://login-now-security.xyz,Spam,final notice. update your info: https://login-now-security.xyz
Upgrade your plan today: https://cleartrip.com,Promotional,upgrade your plan today: https://cleartrip.com
Upgrade your plan today: https://bluedart.com/track,Promotional,upgrade your plan today: https://bluedart.com/track
Your transaction ID is TXN811593. Please keep it for your records.,Transactional,your transaction id is txn811593. please keep it for your records.
Your dream vacation awaits! Book at https://cleartrip.com,Promotional,your dream vacation awaits! book at https://cleartrip.com
Your OTP is 144204. Do not share it with anyone.,Transactional,your otp is 144204. do not share it with anyone.
Your payment of ₹7641 was successful.,Transactional,your payment of ₹7641 was successful.
Get free recharge. Click here: https://get-rich-fast.biz,Spam,get free recharge. click here: https://get-rich-fast.biz
Enjoy 30% off on all products. Shop now at https://www.myntra.com,Promotional,enjoy 30% off on all products. shop now at https://www.myntra.com
Reset your password now at https://netflix-support.com,Spam,reset your password now at https://netflix-support.com
Your OTP is 189598. Do not share it with anyone.,Transactional,your otp is 189598. do not share it with anyone.
Your OTP is 946368. Do not share it with anyone.,Transactional,your otp is 946368. do not share it with anyone.
You've won a prize! Claim now: https://urgentupdate.co,Spam,you've won a prize! claim now: https://urgentupdate.co
Final notice. Update your info: https://confirm-payee.click,Spam,final notice. update your info: https://confirm-payee.click
Your payment of ₹5005 was successful.,Transactional,your payment of ₹5005 was successful.
Your dream vacation awaits! Book at https://www.myntra.com,Promotional,your dream vacation awaits! book at https://www.myntra.com
Your payment of ₹9032 was successful.,Transactional,your payment of ₹9032 was successful.
Your dream vacation awaits! Book at https://merchant-site.com/receipt,Promotional,your dream vacation awaits! book at https://merchant-site.com/receipt
Your package is waiting. Pay delivery fees at https://confirm-payee.click,Spam,your package is waiting. pay delivery fees at https://confirm-payee.click
Find your perfect gift at https://www.myntra.com,Promotional,find your perfect gift at https://www.myntra.com
Your payment of ₹4709 was successful.,Transactional,your payment of ₹4709 was successful.
You're selected! Redeem your reward at https://fakewebsite.com,Spam,you're selected! redeem your reward at https://fakewebsite.com
Check out our latest deals at https://bluedart.com/track,Promotional,check out our latest deals at https://bluedart.com/track
Your payment of ₹7061 was successful.,Transactional,your payment of ₹7061 was successful.
Exclusive deals available here: https://www.officialstore.com,Promotional,exclusive deals available here: https://www.officialstore.com
Your package with tracking ID 955159 has been shipped.,Transactional,your package with tracking id 955159 has been shipped.
Your package is waiting. Pay delivery fees at https://iphone14winner.com,Spam,your package is waiting. pay delivery fees at https://iphone14winner.com
You're selected! Redeem your reward at https://urgentupdate.co,Spam,you're selected! redeem your reward at https://urgentupdate.co
Your package is waiting. Pay delivery fees at https://get-rich-fast.biz,Spam,your package is waiting. pay delivery fees at https://get-rich-fast.biz
Exclusive deals available here: https://www.myntra.com,Promotional,exclusive deals available here: https://www.myntra.com
Upgrade your plan today: https://www.airtel.in/recharge,Promotional,upgrade your plan today: https://www.airtel.in/recharge
Your payment of ₹7762 was successful.,Transactional,your payment of ₹7762 was successful.
Your payment of ₹8401 was successful.,Transactional,your payment of ₹8401 was successful.
Earn money fast! Start today: https://confirm-payee.click,Spam,earn money fast! start today: https://confirm-payee.click
Your transaction ID is TXN579506. Please keep it for your records.,Transactional,your transaction id is txn579506. please keep it for your records.
Limited time offer! Visit https://www.airtel.in/recharge to grab your discount,Promotional,limited time offer! visit https://www.airtel.in/recharge to grab your discount
Check out our latest deals at https://www.myntra.com,Promotional,check out our latest deals at https://www.myntra.com
Your package is waiting. Pay delivery fees at https://urgentupdate.co,Spam,your package is waiting. pay delivery fees at https://urgentupdate.co
You're selected! Redeem your reward at https://winfreecash.com,Spam,you're selected! redeem your reward at https://winfreecash.com
Urgent: Your account will be blocked. Verify at https://urgentupdate.co,Spam,urgent: your account will be blocked. verify at https://urgentupdate.co
Confirm your payment details: https://urgentupdate.co,Spam,confirm your payment details: https://urgentupdate.co
Your package with tracking ID 179075 has been shipped.,Transactional,your package with tracking id 179075 has been shipped.
Earn money fast! Start today: https://verify-now.online,Spam,earn money fast! start today: https://verify-now.online
Your OTP is 643524. Do not share it with anyone.,Transactional,your otp is 643524. do not share it with anyone.
Upgrade your plan today: https://secure.bankportal.in/login,Promotional,upgrade your plan today: https://secure.bankportal.in/login
